Name,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Events Post Image,Events Single,Event Intro,Event Intro List,Event Summary,Event Organizer,Event Location,Event Timing,Event Link,Event Date
Feria Expoinnova,feria-expoinnova,6813f282d42f347ad12bbe3e,6813f282d42f347ad12bbdf8,6813f282d42f347ad12bbee8,false,false,Mon Aug 05 2024 11:54:13 GMT+0000 (Coordinated Universal Time),Fri May 02 2025 00:48:59 GMT+0000 (Coordinated Universal Time),Fri May 02 2025 00:49:07 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6813f282d42f347ad12bbe1a/6814160b21c8c44b472d3e6b_CleanShot%202025-05-02%20at%2002.46.55.png,https://cdn.prod.website-files.com/6813f282d42f347ad12bbe1a/6814160b21c8c44b472d3e6b_CleanShot%202025-05-02%20at%2002.46.55.png,Support a cause that touches hearts. Be part of our charity event for a better tomorrow.,"<ul id=""""><li>Improving local environmental health.</li><li>Promoting neighborhood cleanliness together.</li></ul>","<p id=""""><strong id="""">Lunes, 28 de abril, a las 13,30 horas, en el Salón Isabelino del Ayuntamiento de Cádiz</strong>, se celebra la presentación de la Feria de Aprendizaje Expoinnova Cádiz 2025, que tendrá lugar los días 6 y 7 de mayo en el Baluarte de la Candelaria.</p><p id="""">Expoinnova está organizada por la Coordinadora de la Escuela Pública de Cádiz, cuenta con el patrocinio de la Diputación Provincial de Cádiz y con la colaboración del Ayuntamiento de Cádiz y de la Junta de Andalucía, entre otras entidades.</p><p id="""">A esta rueda de prensa asistirá el concejal delegado de Educación, José Manuel Verdulla; el diputado provincial de Juventud y Educación de la Diputación Provincial de Cádiz, Ignacio Trujillo; la delegada territorial de Desarrollo Educativo y Formación Profesional y de Universidad, Investigación e Innovación de la Junta de Andalucía, Isabel Paredes; y representantes de la Coordinadora de la Escuela Pública.</p>",Ayuntamiento de Cádiz,Cadiz,11:00 am - 05:00 pm,https://www.victorflow.com/,Sun May 04 2025 00:00:00 GMT+0000 (Coordinated Universal Time)
