Name,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Blog Author Image,Blog Author Intro,Blog Author Role
Jorge Galindo,jorge-galindo,6813f282d42f347ad12bbe18,6813f282d42f347ad12bbdf8,6813f282d42f347ad12bbedc,false,false,Fri Aug 02 2024 11:47:50 GMT+0000 (Coordinated Universal Time),Thu May 08 2025 09:11:48 GMT+0000 (Coordinated Universal Time),Thu May 08 2025 09:11:48 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6813f282d42f347ad12bbe1a/6817b3f5c7cc8e82d7e7a25e_jorgegalindo_home_picture.png,Amante de la tecnología como motor de cambio,Voluntario y co-fundador del proyecto
