Name,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Causes Member Image,Causes Role,Causes Member Intro
Javier González Martí,javier-gonzalez,6813f282d42f347ad12bbe7d,6813f282d42f347ad12bbdf8,6813f282d42f347ad12bbeea,false,false,Tue Aug 06 2024 05:46:43 GMT+0000 (Coordinated Universal Time),Sun May 04 2025 17:37:16 GMT+0000 (Coordinated Universal Time),Sun May 04 2025 17:37:16 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6813f282d42f347ad12bbe1a/6817a1683ef2af66bd7fdb7f_CleanShot%202025-05-03%20at%2010.49.06.png,Coordinador de la asociación AEFAM,Coordinador de la asociación Aefam y educador
